ID,Type,SKU,Name,Handle,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
12475,variation,Small-White Hello Summer Round Neck Half Sleeves T-Shirt (665),White Hello Summer Round Neck Half Sleeves T-Shirt (665) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12474,,,,,,0,,sizes,small,,0,,,,,
12476,variation,EXTRA LARGE-White Hello Summer Round Neck Half Sleeves T-Shirt (665),White Hello Summer Round Neck Half Sleeves T-Shirt (665) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12474,,,,,,1,,sizes,Extra large,,0,,,,,
12477,variation,large-White Hello Summer Round Neck Half Sleeves T-Shirt (665),White Hello Summer Round Neck Half Sleeves T-Shirt (665) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12474,,,,,,2,,sizes,Large,,0,,,,,
12478,variation,medium-White Hello Summer Round Neck Half Sleeves T-Shirt (665),White Hello Summer Round Neck Half Sleeves T-Shirt (665) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12474,,,,,,3,,sizes,Medium,,0,,,,,
12480,variable,,Pink Girls Power Round Neck Half Sleeves T-Shirt (666),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/39.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12481,variation,Small-Pink Girls Power Round Neck Half Sleeves T-Shirt (666),Pink Girls Power Round Neck Half Sleeves T-Shirt (666) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12480,,,,,,0,,sizes,small,,0,,,,,
12482,variation,EXTRA LARGE-Pink Girls Power Round Neck Half Sleeves T-Shirt (666),Pink Girls Power Round Neck Half Sleeves T-Shirt (666) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12480,,,,,,1,,sizes,Extra large,,0,,,,,
12483,variation,large-Pink Girls Power Round Neck Half Sleeves T-Shirt (666),Pink Girls Power Round Neck Half Sleeves T-Shirt (666) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12480,,,,,,2,,sizes,Large,,0,,,,,
12484,variation,medium-Pink Girls Power Round Neck Half Sleeves T-Shirt (666),Pink Girls Power Round Neck Half Sleeves T-Shirt (666) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12480,,,,,,3,,sizes,Medium,,0,,,,,
12486,variable,,Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/38.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12487,variation,Small-Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667),Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12486,,,,,,0,,sizes,small,,0,,,,,
12488,variation,EXTRA LARGE-Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667),Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12486,,,,,,1,,sizes,Extra large,,0,,,,,
12489,variation,large-Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667),Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12486,,,,,,2,,sizes,Large,,0,,,,,
12490,variation,medium-Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667),Pink Watermelon Pie Round Neck Half Sleeves T-Shirt (667) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12486,,,,,,3,,sizes,Medium,,0,,,,,
12492,variable,,Black London Printed Round Neck Half Sleeves T-Shirt (668),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/37.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12493,variation,Small-Black London Printed Round Neck Half Sleeves T-Shirt (668),Black London Printed Round Neck Half Sleeves T-Shirt (668) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12492,,,,,,0,,sizes,small,,0,,,,,
12494,variation,EXTRA LARGE-Black London Printed Round Neck Half Sleeves T-Shirt (668),Black London Printed Round Neck Half Sleeves T-Shirt (668) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12492,,,,,,1,,sizes,Extra large,,0,,,,,
12495,variation,LARGE-black London Printed Round Neck Half Sleeves T-Shirt (668),Black London Printed Round Neck Half Sleeves T-Shirt (668) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12492,,,,,,2,,sizes,Large,,0,,,,,
12496,variation,medium-black London Printed Round Neck Half Sleeves T-Shirt (668),Black London Printed Round Neck Half Sleeves T-Shirt (668) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12492,,,,,,3,,sizes,Medium,,0,,,,,
12498,variable,,Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/36.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12499,variation,Small-Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669),Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12498,,,,,,0,,sizes,small,,0,,,,,
12500,variation,EXTRA LARGE-Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669),Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12498,,,,,,1,,sizes,Extra large,,0,,,,,
12501,variation,LARGE-Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669),Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12498,,,,,,2,,sizes,Large,,0,,,,,
12502,variation,medium-Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669),Black Colorful Hope Printed Round Neck Half Sleeves T-Shirt (669) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12498,,,,,,3,,sizes,Medium,,0,,,,,
12504,variable,,Black Donuts Printed Round Neck Half Sleeves T-Shirt (670),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/35.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12505,variation,Small-Black Donuts Printed Round Neck Half Sleeves T-Shirt (670),Black Donuts Printed Round Neck Half Sleeves T-Shirt (670) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12504,,,,,,0,,sizes,small,,0,,,,,
12506,variation,EXTRA LARGE-Black Donuts Printed Round Neck Half Sleeves T-Shirt (670),Black Donuts Printed Round Neck Half Sleeves T-Shirt (670) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12504,,,,,,1,,sizes,Extra large,,0,,,,,
12507,variation,LARGE-Black Donuts Printed Round Neck Half Sleeves T-Shirt (670),Black Donuts Printed Round Neck Half Sleeves T-Shirt (670) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12504,,,,,,2,,sizes,Large,,0,,,,,
12508,variation,medium-Black Donuts Printed Round Neck Half Sleeves T-Shirt (670),Black Donuts Printed Round Neck Half Sleeves T-Shirt (670) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12504,,,,,,3,,sizes,Medium,,0,,,,,
12510,variable,,White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/34.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12511,variation,Small-White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671),White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12510,,,,,,0,,sizes,small,,0,,,,,
12512,variation,EXTRA LARGE-White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671),White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12510,,,,,,1,,sizes,Extra large,,0,,,,,
12513,variation,LARGE-White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671),White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12510,,,,,,2,,sizes,Large,,0,,,,,
12514,variation,medium-White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671),White Supper Dad Printed Round Neck Half Sleeves T-Shirt (671) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12510,,,,,,3,,sizes,Medium,,0,,,,,
12516,variable,,White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/33.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12517,variation,Small-White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672),White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12516,,,,,,0,,sizes,small,,0,,,,,
12518,variation,EXTRA LARGE-White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672),White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12516,,,,,,1,,sizes,Extra large,,0,,,,,
12519,variation,LARGE-White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672),White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12516,,,,,,2,,sizes,Large,,0,,,,,
12520,variation,medium-White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672),White Supper Mom Printed Round Neck Half Sleeves T-Shirt (672) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12516,,,,,,3,,sizes,Medium,,0,,,,,
12522,variable,,Pink Women Round Neck Half Sleeves T-Shirt (673),,1,0,visible,,"&nbsp;
\n
\n<img class=""alignnone wp-image-8190"" src=""https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart-300x137.jpeg"" alt="""" width=""615"" height=""281"" />
\n
\nT-shirt
\nFabric: - Soft Cotton Jersey
\nSize: - Small-Medium- Large- XL
\n
\nDelivery 3-5 days
\n
\n&nbsp;
\n
\nCheck out our satisfied customers' reviews
\n
\n&nbsp;
\n
\n1-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n&nbsp;
\n
\n2-Satisfied Customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n3-satisfied customer reviews on Instagram
\n
\n<a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,T-shirt,,,"https://essentialscart.pk/wp-content/uploads/2023/02/32.jpeg, https://essentialscart.pk/wp-content/uploads/2022/06/Size-Chart.jpeg",,,,,,,,,209,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
12523,variation,Small-Pink Women Round Neck Half Sleeves T-Shirt (673),Pink Women Round Neck Half Sleeves T-Shirt (673) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12522,,,,,,0,,sizes,small,,0,,,,,
12524,variation,EXTRA LARGE-Pink Women Round Neck Half Sleeves T-Shirt (673),Pink Women Round Neck Half Sleeves T-Shirt (673) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12522,,,,,,1,,sizes,Extra large,,0,,,,,
12525,variation,LARGE-Pink Women Round Neck Half Sleeves T-Shirt (673),Pink Women Round Neck Half Sleeves T-Shirt (673) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12522,,,,,,2,,sizes,Large,,0,,,,,
12526,variation,medium-Pink Women Round Neck Half Sleeves T-Shirt (673),Pink Women Round Neck Half Sleeves T-Shirt (673) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,799,1200,,,,,,,id:12522,,,,,,3,,sizes,Medium,,0,,,,,
